0.000000000000000000e+00,-9.086132432038263040e-01
1.010101010101010083e-01,-4.945684561803129764e-01
2.020202020202020166e-01,5.447047679764946970e-01
3.030303030303030387e-01,1.054213365192949059e+00
4.040404040404040331e-01,1.032867297378854410e+00
5.050505050505050830e-01,6.268730433576585881e-02
6.060606060606060774e-01,-2.725378315234573412e-01
7.070707070707070718e-01,-1.090611688654440359e-01
8.080808080808080662e-01,1.422698121397163007e+00
9.090909090909090606e-01,9.107562426024871094e-01
1.010101010101010166e+00,1.782832379813481971e+00
1.111111111111111160e+00,1.485238739771634453e+00
1.212121212121212155e+00,1.320368751537644769e+00
1.313131313131313149e+00,1.400946064295740978e+00
1.414141414141414144e+00,2.367308662657863660e+00
1.515151515151515138e+00,1.343859857444573258e+00
1.616161616161616132e+00,2.518521459230372628e+00
1.717171717171717127e+00,1.186039232813650202e+00
1.818181818181818121e+00,8.321225772410687505e-01
1.919191919191919116e+00,9.195723077969542025e-01
2.020202020202020332e+00,2.991325752510919145e+00
2.121212121212121104e+00,2.351434613365058546e+00
2.222222222222222321e+00,1.644904192986380576e+00
2.323232323232323093e+00,3.098224859214388616e+00
2.424242424242424310e+00,3.105270112537461991e+00
2.525252525252525082e+00,2.398612022034916080e+00
2.626262626262626299e+00,2.035962674885660739e+00
2.727272727272727071e+00,1.877847577363323417e+00
2.828282828282828287e+00,2.818339767077503666e+00
2.929292929292929060e+00,3.912459154407263995e+00
3.030303030303030276e+00,3.915665176621406118e+00
3.131313131313131048e+00,2.866278958853668790e+00
3.232323232323232265e+00,4.118319289547108575e+00
3.333333333333333481e+00,2.514645107110277333e+00
3.434343434343434254e+00,3.438673782866560558e+00
3.535353535353535470e+00,3.622712722722763345e+00
3.636363636363636243e+00,3.895713705597529497e+00
3.737373737373737459e+00,3.274480746023230360e+00
3.838383838383838231e+00,3.707081520443186839e+00
3.939393939393939448e+00,3.773776700039597642e+00
4.040404040404040664e+00,4.971931099420465294e+00
4.141414141414140992e+00,3.673014873184926365e+00
4.242424242424242209e+00,3.561933069471059810e+00
4.343434343434343425e+00,3.910815804893639225e+00
4.444444444444444642e+00,4.552501015159866604e+00
4.545454545454544970e+00,4.005151066975370711e+00
4.646464646464646187e+00,4.007464196192639605e+00
4.747474747474747403e+00,4.313900253176381483e+00
4.848484848484848619e+00,4.396976562600613647e+00
4.949494949494949836e+00,5.648796182823030421e+00
5.050505050505050164e+00,5.863185712263783600e+00
5.151515151515151381e+00,5.389890623153807958e+00
5.252525252525252597e+00,5.428408228327305629e+00
5.353535353535353813e+00,4.393690269955418337e+00
5.454545454545454142e+00,4.629544365871177014e+00
5.555555555555555358e+00,5.037761413569517011e+00
5.656565656565656575e+00,6.319026326653663261e+00
5.757575757575757791e+00,6.751397051078440903e+00
5.858585858585858119e+00,6.375328629819994930e+00
5.959595959595959336e+00,5.166190287451845720e+00
6.060606060606060552e+00,6.202931930684584927e+00
6.161616161616161769e+00,6.655766344484921326e+00
6.262626262626262097e+00,5.388101315194414376e+00
6.363636363636363313e+00,5.451714560678719401e+00
6.464646464646464530e+00,7.004767781744531518e+00
6.565656565656565746e+00,7.508585479445621047e+00
6.666666666666666963e+00,7.602329476725781632e+00
6.767676767676767291e+00,7.060218140792150265e+00
6.868686868686868507e+00,7.526805290708740159e+00
6.969696969696969724e+00,7.935792232109102784e+00
7.070707070707070940e+00,6.517338090316968646e+00
7.171717171717171269e+00,7.982167353571551160e+00
7.272727272727272485e+00,6.416127251523791486e+00
7.373737373737373701e+00,7.247346572538354792e+00
7.474747474747474918e+00,7.988870546634800007e+00
7.575757575757575246e+00,8.519170745525125099e+00
7.676767676767676463e+00,7.664145745894160200e+00
7.777777777777777679e+00,7.500663694771159129e+00
7.878787878787878896e+00,7.888519576479536610e+00
7.979797979797979224e+00,8.400027088996548486e+00
8.080808080808081328e+00,7.323302438938149805e+00
8.181818181818181657e+00,7.554889183846604794e+00
8.282828282828281985e+00,8.939261677585639276e+00
8.383838383838384090e+00,7.847378399289450357e+00
8.484848484848484418e+00,9.110546580705344510e+00
8.585858585858586522e+00,7.873791501668558013e+00
8.686868686868686851e+00,8.760667723261658324e+00
8.787878787878787179e+00,7.969979527617901738e+00
8.888888888888889284e+00,9.072700096990359953e+00
8.989898989898989612e+00,9.502421275136727630e+00
9.090909090909089940e+00,9.347201313073634665e+00
9.191919191919192045e+00,9.243206971856029242e+00
9.292929292929292373e+00,9.788456511727559928e+00
9.393939393939394478e+00,8.522417234459897628e+00
9.494949494949494806e+00,1.026524054711519618e+01
9.595959595959595134e+00,9.468536245395995365e+00
9.696969696969697239e+00,1.040337301626010813e+01
9.797979797979797567e+00,9.241156010753426742e+00
9.898989898989899672e+00,9.863680077731892482e+00
1.000000000000000000e+01,1.097343783819763807e+01
