0.000000000000000000e+00,9.702064727182773129e-01
1.010101010101010083e-01,-7.647469403710300817e-01
2.020202020202020166e-01,7.659382288025089469e-01
3.030303030303030387e-01,-9.246434003487236097e-03
4.040404040404040331e-01,-2.967563817824117045e-01
5.050505050505050830e-01,-2.715989239322192939e-01
6.060606060606060774e-01,1.235026302881458538e+00
7.070707070707070718e-01,1.373309529569676002e+00
8.080808080808080662e-01,6.136416982091668082e-01
9.090909090909090606e-01,1.680196112292715593e+00
1.010101010101010166e+00,1.629704872245256286e+00
1.111111111111111160e+00,6.786637493439020563e-01
1.212121212121212155e+00,1.867499572970584332e+00
1.313131313131313149e+00,7.692738672295762470e-01
1.414141414141414144e+00,6.497137852783609890e-01
1.515151515151515138e+00,8.788061144175316475e-01
1.616161616161616132e+00,1.319682844496973040e+00
1.717171717171717127e+00,2.469141252516783069e+00
1.818181818181818121e+00,2.028324443505877817e+00
1.919191919191919116e+00,1.001099523376655753e+00
2.020202020202020332e+00,2.335767839626253117e+00
2.121212121212121104e+00,1.865276093742129326e+00
2.222222222222222321e+00,2.367300356835067454e+00
2.323232323232323093e+00,2.663765821900713426e+00
2.424242424242424310e+00,1.839691611800860827e+00
2.525252525252525082e+00,1.883654227202099740e+00
2.626262626262626299e+00,1.840243271455698881e+00
2.727272727272727071e+00,2.885043784409840661e+00
2.828282828282828287e+00,3.759603598711158234e+00
2.929292929292929060e+00,2.830720353704642811e+00
3.030303030303030276e+00,3.676581333257056272e+00
3.131313131313131048e+00,3.876351130817636381e+00
3.232323232323232265e+00,2.684588516702461014e+00
3.333333333333333481e+00,3.749734041753798763e+00
3.434343434343434254e+00,3.082612522580403080e+00
3.535353535353535470e+00,3.685968351095022300e+00
3.636363636363636243e+00,3.388693376090128773e+00
3.737373737373737459e+00,3.535084642641971087e+00
3.838383838383838231e+00,4.497001001629096884e+00
3.939393939393939448e+00,3.623580850124504593e+00
4.040404040404040664e+00,3.174800869269355452e+00
4.141414141414140992e+00,4.418481354523584592e+00
4.242424242424242209e+00,5.197416778255554703e+00
4.343434343434343425e+00,4.832462924795904335e+00
4.444444444444444642e+00,4.072394246231206161e+00
4.545454545454544970e+00,3.591933940083370302e+00
4.646464646464646187e+00,4.293979144094325129e+00
4.747474747474747403e+00,4.685459257252619913e+00
4.848484848484848619e+00,5.240446230995095434e+00
4.949494949494949836e+00,4.452219723410323127e+00
5.050505050505050164e+00,5.409255024499981523e+00
5.151515151515151381e+00,4.786849623899248840e+00
5.252525252525252597e+00,5.093971825876379533e+00
5.353535353535353813e+00,5.642371491363441294e+00
5.454545454545454142e+00,6.105714479834411179e+00
5.555555555555555358e+00,5.343644289273337122e+00
5.656565656565656575e+00,5.782930773348470055e+00
5.757575757575757791e+00,6.282556705286709509e+00
5.858585858585858119e+00,5.596173291885389034e+00
5.959595959595959336e+00,5.673733257383366535e+00
6.060606060606060552e+00,5.070242975760506532e+00
6.161616161616161769e+00,5.928705345720208797e+00
6.262626262626262097e+00,6.776726041949457269e+00
6.363636363636363313e+00,7.028094784960787322e+00
6.464646464646464530e+00,7.434180634260199483e+00
6.565656565656565746e+00,6.694562815533388722e+00
6.666666666666666963e+00,6.254293961033399185e+00
6.767676767676767291e+00,7.710375651322014079e+00
6.868686868686868507e+00,7.755604998461459232e+00
6.969696969696969724e+00,6.762219299792274541e+00
7.070707070707070940e+00,7.202441501429214910e+00
7.171717171717171269e+00,7.204398060288358607e+00
7.272727272727272485e+00,7.541810039986929226e+00
7.373737373737373701e+00,8.173470976384002995e+00
7.474747474747474918e+00,7.379250391444069024e+00
7.575757575757575246e+00,7.242121911371178555e+00
7.676767676767676463e+00,8.400152757555730432e+00
7.777777777777777679e+00,7.427059335907911120e+00
7.878787878787878896e+00,7.620910597611915804e+00
7.979797979797979224e+00,8.694613609254114195e+00
8.080808080808081328e+00,7.547888680012931673e+00
8.181818181818181657e+00,7.292403733881581473e+00
8.282828282828281985e+00,8.922032631196431751e+00
8.383838383838384090e+00,7.623927634365944783e+00
8.484848484848484418e+00,8.705084442445730986e+00
8.585858585858586522e+00,9.486377156986113945e+00
8.686868686868686851e+00,8.382929446420646968e+00
8.787878787878787179e+00,8.839554298716359781e+00
8.888888888888889284e+00,8.503870304753734288e+00
8.989898989898989612e+00,9.550844510270179555e+00
9.090909090909089940e+00,8.347119453420701163e+00
9.191919191919192045e+00,9.425778504858298490e+00
9.292929292929292373e+00,1.019536201113635876e+01
9.393939393939394478e+00,8.492356250731157630e+00
9.494949494949494806e+00,1.034302096254670822e+01
9.595959595959595134e+00,9.988548755653072320e+00
9.696969696969697239e+00,9.583317185146530193e+00
9.797979797979797567e+00,9.222667033433841866e+00
9.898989898989899672e+00,1.022020379106758803e+01
1.000000000000000000e+01,9.525901438365469431e+00
